"SeqNum","MOSTYP","MOSHOO","MOPLHO","MSKB1","MHHUUR","MSKB2","MAUT2","MGEMOM","MINKGE","MAANTH","MSKC","MGODPR","MFWEKI","MGODRK","MSKA","MAUT1","MFALLE","MRELGE","MGEMLE","MAUT0","PPERSA","PWAPAR","PAANHA","AMOTSC","APERSA","AWAPAR","Resp"
2700,19,3,2,1,5,4,1,1,1,1,5,7,3,2,7,2,3,3,1,7,0,0,0,0,0,0,0
2701,40,8,1,2,5,4,1,6,0,0,3,7,0,1,6,3,2,5,0,3,5,0,0,0,0,0,0
2702,1,8,2,3,2,5,0,3,0,0,6,0,0,4,8,1,6,3,0,1,0,0,0,0,0,0,0
2704,2,8,0,0,5,4,2,4,2,0,4,7,2,0,2,7,0,5,0,1,6,0,0,0,0,0,0
2705,12,2,0,2,4,5,5,4,0,2,0,9,4,0,0,9,0,2,0,8,0,0,0,0,0,0,0
2706,4,9,0,2,4,5,0,2,2,0,5,7,4,0,9,0,0,5,0,6,0,3,0,0,1,0,0
2707,8,10,0,0,4,5,0,0,0,0,6,4,3,3,9,0,4,5,0,3,5,0,0,0,0,0,0
2708,9,10,1,1,2,6,1,3,0,0,6,3,2,2,9,0,2,7,0,5,0,3,0,0,1,0,0
2709,38,7,2,0,2,4,0,0,0,2,3,0,0,2,9,0,2,7,0,1,0,0,0,0,0,0,0
2710,3,9,0,0,2,5,0,5,0,0,4,9,0,0,5,4,2,7,0,3,0,0,0,0,0,0,0
2711,8,10,0,0,2,6,0,3,0,0,6,7,0,0,9,0,5,0,0,3,0,0,0,0,0,0,0
2712,24,4,1,1,3,4,3,4,1,0,2,6,2,2,6,3,2,3,1,6,0,0,0,0,0,0,0
2713,5,9,1,0,1,7,2,3,0,0,4,0,0,2,9,0,4,5,0,5,6,0,0,0,0,0,0
2714,19,3,1,1,3,5,2,4,1,2,3,6,2,1,5,4,3,2,1,7,6,0,0,0,0,0,0
2715,16,2,3,1,4,3,1,3,1,1,6,3,1,3,7,2,4,3,0,3,6,0,0,0,0,0,0
2716,3,9,0,0,3,3,0,3,0,2,6,9,2,4,7,2,6,3,0,3,0,0,0,0,0,0,0
2717,41,8,0,0,0,3,0,2,0,0,7,3,0,6,7,2,7,0,0,2,0,0,0,0,0,0,0
2718,40,8,1,1,3,3,0,4,1,1,4,7,1,4,7,2,3,3,0,3,6,0,0,0,0,0,0
2719,21,4,1,1,2,7,3,5,0,0,2,8,0,0,5,4,2,4,0,8,0,0,0,0,0,0,0
2720,41,8,1,0,2,2,1,3,0,0,4,1,0,6,9,0,3,6,0,2,0,0,0,0,0,0,0
2721,34,6,4,5,5,2,0,4,0,0,5,0,2,2,9,0,0,6,0,3,0,0,0,0,0,0,0
2722,15,2,2,1,4,3,2,4,1,1,4,5,1,3,6,3,4,2,0,6,0,0,0,0,0,0,0
2723,40,8,1,1,3,3,0,4,1,1,4,7,1,4,7,2,3,3,0,3,0,5,0,0,1,0,0
2724,9,10,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,5,6,0,0,0,0,0,0
2725,14,2,0,0,5,4,5,3,0,2,1,5,3,3,4,5,3,2,0,6,0,0,0,0,0,0,0
2726,19,3,1,1,3,6,4,3,0,0,0,9,2,1,5,4,0,3,2,7,0,4,0,0,1,0,0
2727,1,8,0,0,2,3,0,0,0,0,6,2,2,6,9,0,5,4,0,1,0,0,0,0,0,0,0
2728,20,4,1,1,3,3,2,3,0,3,3,8,2,3,3,6,3,4,0,4,0,0,0,0,0,0,0
2729,1,8,0,1,1,6,0,1,0,1,3,3,0,3,9,0,3,6,0,1,5,0,0,0,0,0,0
2730,9,10,0,0,3,6,0,3,0,0,6,9,2,2,6,3,3,4,0,5,0,0,0,0,0,0,0
2731,35,6,0,2,2,2,3,3,0,0,3,3,0,6,6,3,9,0,0,2,6,0,0,0,0,0,0
2733,19,3,1,1,0,9,3,6,0,0,0,9,2,1,5,4,0,0,4,7,0,3,0,0,1,0,0
2734,33,6,0,3,3,5,1,5,0,0,4,0,3,0,9,0,5,2,0,3,6,0,0,0,0,0,0
2735,23,4,0,3,4,5,5,3,0,0,2,9,3,0,2,7,0,3,1,7,0,0,0,0,0,0,0
2736,20,4,2,0,3,3,4,3,2,2,2,5,2,3,6,3,5,2,0,4,0,0,0,0,0,0,0
2737,5,9,1,0,0,9,0,2,0,0,5,9,2,2,4,5,0,0,0,5,0,0,0,0,0,0,0
2738,20,4,1,1,2,4,2,6,1,0,2,1,2,4,5,4,3,3,1,5,6,0,0,0,0,0,0
2739,5,9,0,2,3,3,1,4,0,0,3,7,2,2,8,1,2,5,0,5,0,0,0,0,0,0,0
2740,14,2,0,0,2,1,2,4,0,0,7,8,0,4,2,7,4,2,0,6,0,0,0,0,0,0,0
2741,1,8,1,2,2,3,1,3,0,1,3,2,0,3,8,1,5,4,0,1,6,0,0,0,0,0,0
2743,38,7,2,0,2,4,0,0,0,2,3,0,0,2,9,0,2,7,0,1,6,0,0,0,0,0,0
2744,6,9,2,0,5,3,0,0,0,0,9,4,0,0,9,0,5,4,0,3,6,3,0,0,1,0,0
2745,16,2,2,2,5,2,2,4,1,1,3,3,1,2,7,2,2,3,0,3,0,0,0,0,0,0,1
2746,8,10,3,0,4,5,2,4,2,0,4,0,0,2,6,3,2,5,0,4,0,0,0,0,0,0,0
2747,5,9,0,0,3,6,2,4,0,0,5,2,0,0,9,0,2,4,0,5,6,0,0,0,0,0,0
2749,40,8,0,0,4,3,0,0,0,0,5,1,0,3,9,0,4,3,0,3,0,0,0,0,0,0,0
2751,17,3,0,0,2,6,3,4,0,2,1,9,2,0,4,5,2,3,1,8,0,0,0,0,0,0,0
2752,24,4,2,2,4,5,3,5,0,1,2,7,1,2,4,5,1,1,0,6,0,0,0,0,0,0,0
2754,3,9,1,1,1,5,0,2,0,1,7,1,1,4,8,1,5,3,0,3,0,0,0,0,0,0,0
2755,2,8,4,1,6,2,3,5,0,0,2,1,1,3,6,3,5,1,0,1,0,2,0,0,1,0,0
2756,38,7,2,0,3,2,2,2,2,0,4,1,2,5,5,4,7,1,1,1,0,0,0,0,0,0,0
2757,33,6,0,0,0,6,0,5,0,0,3,6,2,3,7,2,4,2,0,2,0,0,0,0,0,0,0
2758,20,4,2,1,5,3,1,1,1,1,5,6,2,2,7,2,4,3,1,4,0,0,0,0,0,0,0
2759,3,9,0,0,6,3,0,5,0,0,4,6,0,2,6,3,2,4,0,3,0,3,0,0,1,0,0
2760,6,9,2,1,5,1,1,5,1,0,2,4,1,1,5,4,3,3,0,3,6,0,0,0,0,0,1
2761,21,4,2,1,0,9,0,9,0,0,9,4,1,1,8,1,1,6,0,8,0,0,0,0,0,0,0
2762,8,10,1,0,1,5,1,1,0,0,2,0,0,2,9,0,7,2,0,4,5,0,0,0,0,0,0
2763,24,4,2,1,2,6,2,5,0,0,3,3,1,2,5,4,1,4,0,6,0,0,0,0,0,0,1
2764,11,1,0,0,1,6,0,6,0,4,1,9,3,3,2,7,1,5,0,4,0,0,0,0,0,0,0
2765,34,6,1,2,4,2,3,6,0,0,4,4,0,0,4,6,2,2,0,3,6,0,4,0,0,0,0
2766,11,1,1,1,3,5,2,4,1,1,3,5,2,1,4,5,2,2,1,4,0,4,0,0,2,0,0
2767,5,9,0,0,2,3,0,3,0,2,5,9,2,4,7,2,5,0,0,5,0,3,0,0,1,0,0
2768,9,10,1,1,2,5,1,3,1,1,5,4,2,2,7,2,4,4,1,5,5,0,0,0,0,0,0
2769,21,4,1,1,0,9,2,0,0,0,7,9,2,1,4,5,0,3,0,8,0,0,0,0,0,0,0
2770,7,9,0,0,3,6,0,3,2,0,4,8,1,0,8,1,0,6,0,4,5,0,0,0,0,0,1
2771,35,6,0,0,4,5,1,0,0,1,6,3,0,4,7,2,3,5,0,2,5,0,0,0,0,0,0
2772,39,7,2,0,2,0,2,1,0,2,2,1,0,9,9,0,2,7,0,1,0,0,0,0,0,0,0
2773,1,8,0,0,6,3,3,5,0,0,3,4,2,0,7,2,2,4,0,1,6,0,0,0,0,0,0
2774,3,9,0,0,3,6,0,4,0,0,5,9,0,0,9,0,1,5,0,3,6,0,0,0,0,0,0
2775,24,4,1,1,3,6,4,4,1,0,2,8,1,1,4,5,1,3,1,6,0,0,0,0,0,0,0
2776,41,8,2,0,3,2,0,4,0,1,7,8,0,4,9,0,4,3,0,2,0,0,0,0,0,0,0
2777,1,8,0,1,2,6,0,3,0,2,4,2,0,3,9,0,7,2,0,1,6,0,0,0,0,0,0
2778,34,6,2,2,4,3,1,3,1,0,5,3,1,2,7,2,3,4,0,3,0,0,0,0,0,0,0
2779,38,7,2,0,2,4,0,0,0,2,3,0,0,2,9,0,2,7,0,1,0,0,0,0,0,0,0
2780,33,6,0,0,2,7,2,1,2,0,7,5,1,2,7,2,0,6,0,2,6,0,0,0,0,0,1
2781,18,3,0,0,2,7,3,4,0,0,3,9,1,0,5,4,1,4,0,6,0,0,0,0,0,0,0
2782,19,3,0,1,3,4,0,5,0,0,0,9,2,2,6,3,0,5,0,7,0,0,0,0,0,0,0
2783,3,9,1,0,3,5,1,2,0,1,5,7,0,2,7,2,0,4,0,3,0,0,0,0,0,0,0
2784,3,9,1,0,3,5,1,2,0,1,5,7,0,2,7,2,0,4,0,3,6,0,0,1,0,0,0
2785,24,4,2,1,3,6,1,7,0,0,2,2,2,1,6,3,1,5,0,6,6,0,0,0,0,0,1
2786,5,9,0,0,0,7,1,4,0,0,3,2,1,4,8,1,2,4,0,5,6,0,0,0,0,0,0
2788,31,6,1,3,6,1,1,5,0,0,4,0,2,1,8,1,4,3,0,2,6,0,0,0,0,0,0
2789,4,9,2,2,5,3,0,3,0,5,3,4,5,1,7,2,2,5,0,6,6,0,0,1,0,0,0
2791,12,2,2,1,5,4,3,6,0,0,0,9,3,0,3,6,0,0,0,8,6,0,0,0,0,0,0
2792,1,8,3,0,4,3,0,2,0,0,6,5,1,2,9,0,1,7,0,1,6,0,0,0,0,0,1
2793,14,2,0,3,3,0,3,3,0,0,2,2,0,4,7,2,5,4,0,6,0,3,0,0,1,0,0
2794,3,9,1,1,4,4,2,3,0,2,3,6,2,1,5,4,3,2,0,3,0,0,0,0,0,0,0
2795,1,8,1,1,2,7,2,0,0,0,2,3,2,1,5,4,7,2,0,1,0,0,0,0,0,0,0
2796,3,9,0,0,5,4,0,5,0,0,7,6,0,4,9,0,5,3,0,3,0,0,0,0,0,0,0
2797,17,3,0,0,2,6,3,4,0,2,1,9,2,0,4,5,2,3,1,8,0,0,0,0,0,0,0
2798,5,9,1,0,2,5,4,4,2,0,2,8,1,2,5,4,2,3,0,5,6,0,0,0,0,0,1
2799,10,1,5,0,1,8,0,6,0,6,0,9,3,0,9,0,1,6,0,3,0,0,0,0,0,0,0
2800,32,6,2,0,3,1,0,2,0,0,3,0,3,3,9,0,4,5,0,1,6,0,0,0,0,0,0
2801,6,9,0,0,5,4,0,0,0,0,5,0,0,3,7,2,0,4,0,3,6,0,0,0,0,0,0
2803,24,4,1,1,3,6,4,4,1,0,2,8,1,1,4,5,1,3,1,6,6,0,0,0,0,0,1
2804,34,6,1,3,5,3,2,4,1,1,3,1,1,4,7,2,4,4,0,3,0,0,0,0,0,0,0
2805,16,2,3,0,5,2,2,4,0,0,4,7,0,2,4,5,0,3,0,3,0,0,0,0,0,0,0
2806,6,9,0,2,4,5,2,2,1,1,3,5,1,1,6,3,2,4,0,3,6,0,0,0,0,0,0
2807,41,8,2,1,4,5,0,1,0,1,5,1,1,3,7,2,3,6,0,2,6,0,0,0,0,0,0
2808,36,7,1,1,0,9,0,5,0,0,4,0,2,3,6,3,9,0,0,1,0,0,0,0,0,0,0
2809,35,6,2,1,4,2,2,4,1,0,6,2,0,3,7,2,4,0,0,2,0,0,0,0,0,0,0
2810,19,3,3,0,0,9,2,3,0,0,4,7,0,0,9,0,0,0,0,7,6,0,0,0,0,0,1
2811,7,9,1,1,4,3,1,3,0,1,4,5,0,5,7,2,5,2,1,4,0,0,0,0,0,0,0
2812,19,3,1,1,2,7,2,5,1,0,2,8,0,2,5,4,1,2,1,7,0,0,0,0,0,0,0
2813,40,8,2,2,3,5,1,1,0,0,5,8,2,3,6,3,1,7,1,3,0,0,0,0,0,0,0
2814,24,4,2,2,4,5,3,5,0,1,2,7,1,2,4,5,1,1,0,6,5,0,0,0,0,0,1
2815,5,9,1,2,4,4,1,3,0,1,5,4,1,2,6,3,2,4,1,5,0,0,0,0,0,0,0
2816,4,9,0,0,0,7,0,4,0,0,5,7,5,3,6,3,2,3,0,6,0,0,0,0,0,0,0
2817,5,9,0,1,3,5,0,1,0,0,5,2,0,5,8,1,3,3,0,5,5,0,0,0,0,0,0
2818,23,4,2,2,4,4,0,4,3,1,3,8,1,3,7,2,1,3,0,7,6,0,0,0,0,0,0
2819,6,9,3,0,2,3,0,4,0,0,4,4,1,2,9,0,3,5,0,3,0,0,0,0,0,0,0
2820,20,4,2,2,2,3,2,5,0,0,2,4,2,4,5,4,0,3,0,4,0,0,0,0,0,0,0
2821,7,9,1,1,4,3,1,3,0,1,4,5,0,5,7,2,5,2,1,4,6,0,0,0,0,0,0
2822,4,9,1,2,4,5,0,4,0,0,5,4,2,2,8,1,0,0,0,6,0,0,0,0,0,0,0
2823,14,2,0,3,3,0,3,3,0,0,2,2,0,4,7,2,5,4,0,6,5,0,0,0,0,0,0
2824,14,2,1,1,3,5,2,4,1,1,3,5,2,1,4,5,2,2,1,6,6,0,0,0,0,0,1
2825,35,6,1,1,0,9,0,0,1,1,4,0,1,3,7,2,4,5,0,2,0,0,0,0,0,0,0
2826,13,2,0,0,7,2,6,3,2,0,0,9,0,0,0,9,2,3,1,6,0,0,0,0,0,0,0
2827,41,8,1,1,4,5,1,3,0,1,3,7,0,5,7,2,2,2,1,2,6,0,0,3,0,0,0
2828,34,6,4,5,5,2,0,4,0,0,5,0,2,2,9,0,0,6,0,3,6,0,0,0,0,0,0
2829,34,6,1,2,3,1,1,4,0,0,5,2,0,3,7,2,4,3,0,3,5,0,0,0,0,0,0
2830,20,4,1,0,4,5,3,4,1,0,3,2,2,1,7,2,1,8,0,4,0,0,0,1,0,0,0
2831,37,7,1,1,5,3,2,3,0,1,3,6,0,5,7,2,3,3,1,1,0,0,0,0,0,0,0
2832,4,9,0,2,4,5,0,2,2,0,5,7,4,0,9,0,0,5,0,6,6,0,0,0,0,0,0
2833,19,3,1,1,3,5,2,4,1,2,3,6,2,1,5,4,3,2,1,7,6,0,0,0,0,0,0
2835,8,10,1,0,3,4,0,1,0,0,6,0,0,4,9,0,4,4,0,4,6,0,0,0,0,0,0
2837,3,9,2,2,3,4,2,3,1,2,4,6,1,3,7,2,3,4,1,3,0,0,0,0,0,0,0
2838,14,2,2,0,6,3,2,3,0,0,4,7,0,2,6,3,1,3,0,6,0,6,0,0,1,0,0
2839,3,9,4,0,1,8,0,4,0,0,4,0,3,2,7,2,0,3,0,3,6,0,0,0,0,0,0
2840,14,2,0,0,6,3,0,6,0,0,3,6,0,0,6,4,3,4,0,6,6,0,0,0,0,0,0
2841,24,4,1,1,2,6,1,7,1,0,2,2,1,2,6,3,2,3,0,6,6,0,0,0,0,0,0
2842,19,3,0,0,4,5,2,4,0,0,3,5,4,0,4,5,0,4,0,7,0,0,0,0,0,0,0
2843,4,9,0,2,4,5,0,2,2,0,5,7,4,0,9,0,0,5,0,6,0,0,0,0,0,0,0
2844,4,9,0,0,3,4,0,3,0,2,7,5,2,4,7,2,6,2,0,6,0,0,0,0,0,0,0
2845,19,3,1,1,0,9,5,4,0,0,0,9,2,2,7,2,0,3,0,8,0,0,0,0,0,0,0
2846,24,4,2,1,4,4,2,6,0,0,3,3,1,2,5,4,2,4,0,6,6,0,0,0,0,0,0
2847,9,10,2,2,4,4,3,2,1,1,4,8,2,2,6,3,3,5,0,5,6,0,0,0,0,0,0
2848,31,6,1,1,2,6,1,2,0,0,6,1,1,2,8,1,3,5,1,2,5,0,0,0,0,0,0
2849,13,2,0,0,3,6,6,2,4,1,1,9,0,0,3,6,1,0,0,6,6,0,0,0,0,0,0
2850,35,6,0,3,0,9,0,0,0,0,9,0,0,0,9,0,0,9,0,1,6,0,0,0,0,0,0
2851,2,8,0,1,5,4,4,5,0,0,4,0,0,4,7,2,0,4,0,2,6,0,0,0,0,0,0
2852,3,9,1,0,3,5,0,4,0,0,4,4,1,3,7,2,4,3,0,3,0,0,0,0,0,0,0
2853,21,4,2,0,3,6,6,3,2,0,0,9,2,0,2,7,0,0,0,8,5,0,0,0,0,0,0
2854,11,1,1,1,4,4,0,2,0,3,4,5,3,1,7,2,2,5,0,4,0,0,0,0,0,0,0
2855,3,9,0,0,2,6,0,2,2,2,6,7,4,2,8,1,5,2,0,3,5,0,0,0,0,0,0
2856,17,3,1,1,3,4,3,4,1,0,2,6,2,2,6,3,2,3,1,8,6,0,0,0,0,0,0
2857,19,3,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,7,6,0,0,0,0,0,1
2858,20,4,2,1,5,3,1,1,1,1,5,6,2,2,7,2,4,3,1,4,0,0,0,0,0,0,0
2859,3,9,0,1,2,6,1,4,1,0,4,6,2,2,6,3,2,4,1,3,6,0,0,0,0,0,1
2860,13,2,2,0,5,3,0,0,0,0,9,4,0,0,9,0,5,4,0,6,6,0,0,0,0,0,0
2861,20,4,1,2,4,3,1,4,1,0,5,4,1,3,7,2,3,4,0,4,0,0,0,0,0,0,0
2862,29,5,0,0,2,1,5,4,0,0,4,4,0,5,6,3,4,3,0,2,0,0,0,0,0,0,0
2863,9,10,1,1,2,5,1,3,1,1,5,4,2,2,7,2,4,4,1,5,5,0,0,0,0,0,0
2864,4,9,2,1,3,4,3,1,0,0,5,7,0,2,8,1,2,5,0,6,6,0,0,0,0,0,0
2865,7,9,0,0,3,4,2,4,0,2,2,9,3,0,4,5,0,4,1,4,0,0,0,0,0,0,0
2866,22,4,1,1,3,4,2,2,1,1,5,5,1,2,7,2,3,5,0,6,0,0,0,0,0,0,0
2867,2,8,3,1,2,4,1,3,1,1,4,7,1,4,6,3,3,4,0,1,6,0,0,0,0,0,0
2868,3,9,1,1,3,4,2,3,1,1,3,7,2,1,5,4,2,4,1,3,0,3,0,0,1,0,0
2869,7,9,1,0,4,3,2,5,1,0,3,6,0,0,5,4,3,4,0,5,0,0,0,0,0,0,0
2870,21,4,1,1,5,4,9,0,0,0,0,0,2,2,8,1,0,5,0,8,6,0,0,0,0,0,0
2871,3,9,1,1,4,4,2,2,1,1,4,3,1,3,7,2,3,4,0,3,0,0,0,0,0,0,0
2872,20,4,1,1,2,7,1,2,0,0,6,1,1,3,7,2,2,6,0,4,6,0,0,0,0,0,0
2873,3,9,0,0,6,4,1,4,1,0,6,7,2,0,2,7,0,6,0,3,6,0,0,0,0,0,0
2874,22,4,1,1,3,5,2,4,1,1,3,5,2,1,4,5,2,2,1,6,6,0,0,0,0,0,0
2875,1,8,1,1,2,4,0,1,0,0,5,1,1,3,7,2,7,2,0,1,6,0,0,0,0,0,0
2876,13,2,0,0,3,3,2,5,3,0,3,4,0,0,0,9,2,0,0,6,0,0,0,0,0,0,0
2877,9,10,0,0,3,6,0,3,0,0,6,9,2,2,6,3,3,4,0,5,0,0,0,0,0,0,0
2878,6,9,1,1,3,5,2,4,1,1,3,5,2,1,4,5,2,2,1,3,0,0,0,0,0,0,0
2879,11,1,1,1,3,6,1,4,1,2,4,8,4,1,5,4,2,3,0,4,5,0,0,1,0,0,1
2880,20,4,0,2,2,7,2,5,0,0,2,1,0,0,5,4,2,4,0,4,0,0,0,0,0,0,0
2881,24,4,2,2,4,5,4,5,0,0,2,2,1,2,5,4,1,4,0,6,6,0,0,0,0,0,0
2882,8,10,0,0,6,2,3,5,1,0,2,3,2,0,3,6,2,4,0,4,6,0,0,0,0,0,0
2883,4,9,1,0,1,8,1,5,2,0,4,9,4,0,7,2,0,7,0,6,4,0,0,0,0,0,0
2884,6,9,2,0,5,3,0,0,0,0,9,4,0,0,9,0,5,4,0,3,0,2,0,0,1,0,0
2885,23,4,1,1,5,3,2,4,0,0,4,4,4,2,7,2,1,2,1,7,0,3,0,0,1,0,0
2886,29,5,1,1,1,2,4,4,0,0,3,0,1,4,4,5,6,2,0,2,0,0,0,0,0,0,0
2887,19,3,1,1,2,7,2,5,1,0,2,8,0,2,5,4,1,2,1,7,0,0,0,0,0,0,0
2888,9,10,1,1,1,8,0,1,0,0,5,1,1,2,9,0,2,6,0,5,6,0,0,0,0,0,0
2889,35,6,2,1,3,5,0,4,0,0,3,5,1,3,7,2,2,5,0,2,6,0,0,0,0,0,0
2890,14,2,2,2,3,4,2,5,0,0,1,6,0,3,7,2,5,1,1,6,0,0,0,0,0,0,0
2891,33,6,2,2,3,3,1,4,0,0,3,2,1,3,8,1,2,5,0,2,0,0,0,0,0,0,0
2892,11,1,1,1,5,3,0,3,0,2,4,6,2,2,6,3,2,7,0,4,0,0,0,0,0,0,0
2893,5,9,2,1,0,9,0,0,0,0,5,0,2,2,7,2,0,4,0,5,6,0,0,0,0,0,0
2894,21,4,2,0,3,6,6,3,2,0,0,9,2,0,2,7,0,0,0,8,0,0,0,0,0,0,0
2895,33,6,2,1,3,2,0,5,0,0,6,4,1,2,7,2,3,4,0,2,6,0,0,0,0,0,1
2896,27,5,1,1,3,1,5,2,0,0,3,3,0,6,6,3,8,1,0,1,0,0,0,0,0,0,0
2897,21,4,1,1,3,4,3,4,1,0,2,6,2,2,6,3,2,3,1,8,6,0,0,0,0,0,1
2898,1,8,2,2,4,5,1,4,0,0,5,3,1,2,6,3,3,2,1,1,6,0,0,0,0,0,0
2899,36,7,2,0,6,1,1,4,0,0,4,2,0,2,9,0,5,2,0,1,5,0,0,0,0,0,0
2901,6,9,0,0,3,3,1,6,3,0,3,7,2,3,5,4,3,5,0,3,0,0,0,0,0,0,0
2902,20,4,1,1,2,6,2,3,1,1,3,6,3,1,6,3,3,3,1,5,0,0,0,0,0,0,0
2903,12,2,0,0,5,4,0,4,0,0,5,8,0,0,4,5,1,4,0,8,0,0,0,0,0,0,0
2904,11,1,1,1,4,5,0,3,0,3,3,6,1,2,6,3,0,0,0,4,0,0,0,1,0,0,0
2905,8,10,0,0,4,5,1,0,0,1,6,3,0,4,7,2,2,6,0,4,6,0,0,0,0,0,0
2906,24,4,1,1,3,4,3,4,1,0,2,6,2,2,6,3,2,3,1,6,6,0,0,0,0,0,0
2907,10,1,0,3,5,4,1,7,0,3,2,9,5,0,3,6,0,4,0,3,0,0,0,0,0,0,0
2908,3,9,1,1,4,4,2,3,0,2,3,6,2,1,5,4,3,2,0,3,0,0,0,1,0,0,0
2909,9,10,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,5,6,3,0,0,1,0,0
2911,3,9,2,0,6,2,2,3,0,1,3,7,2,2,6,3,2,4,0,3,0,0,0,0,0,0,0
2912,33,6,2,4,4,1,1,6,0,0,3,0,2,4,6,3,3,4,0,2,0,0,0,0,0,0,0
2913,39,7,2,0,1,0,1,2,0,1,6,1,0,9,9,0,7,2,0,1,0,0,0,0,0,0,0
2914,12,2,2,1,8,1,6,2,2,0,1,8,1,3,5,4,1,1,3,8,6,0,0,0,0,0,0
2915,4,9,2,0,2,7,0,4,0,0,9,0,0,4,9,0,4,5,0,6,6,0,0,0,0,0,0
2916,37,7,2,0,3,2,2,2,2,0,4,1,2,5,5,4,7,1,1,1,0,0,0,0,0,0,0
2917,41,8,3,0,2,3,0,0,0,0,4,0,0,3,9,0,5,1,0,2,5,0,0,0,0,0,0
2918,34,6,2,2,3,2,2,5,0,0,3,1,3,3,7,2,3,4,0,3,6,0,0,0,0,0,0
2919,8,10,2,1,3,6,0,0,0,0,9,9,1,2,7,2,0,9,0,4,0,0,0,0,0,0,0
2921,5,9,1,1,3,5,2,4,1,2,3,6,2,1,5,4,3,2,1,5,0,0,0,0,0,0,0
2922,35,6,2,1,3,5,0,4,0,0,3,5,1,3,7,2,2,5,0,2,5,0,0,0,0,0,0
2923,35,6,1,1,3,2,1,2,0,1,4,1,1,5,8,1,5,3,0,2,0,3,0,0,1,0,0
2924,1,8,2,2,3,6,1,3,0,0,6,1,1,4,8,1,3,5,0,1,6,0,0,0,0,0,0
2925,18,3,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,6,0,0,0,0,0,0,0
2926,14,2,0,0,6,2,3,5,1,0,2,3,2,0,3,6,2,4,0,6,6,0,0,0,0,0,0
2928,3,9,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,3,6,0,0,0,0,0,0
2929,34,6,1,1,4,2,2,4,0,1,4,3,2,0,4,5,4,3,0,3,0,0,0,0,0,0,0
2930,3,9,0,0,3,6,1,2,0,0,6,4,1,2,7,2,2,4,0,3,6,0,0,0,0,0,0
2931,3,9,2,1,1,8,1,1,0,0,6,1,1,2,8,1,4,4,1,3,0,0,0,0,0,0,0
2932,8,10,2,1,2,4,1,2,0,0,5,1,1,5,8,1,5,4,0,4,6,0,0,0,0,0,0
2933,8,10,3,1,2,7,0,3,0,0,7,0,0,2,7,2,6,3,0,4,5,0,0,0,0,0,0
2934,3,9,1,1,3,4,2,2,1,1,5,5,1,2,7,2,3,5,0,3,6,0,0,0,0,0,0
2935,17,3,2,0,3,6,6,3,2,0,0,9,2,0,2,7,0,0,0,8,6,0,0,0,0,0,1
2937,33,6,0,0,0,6,0,5,0,0,3,6,2,3,7,2,4,2,0,2,0,0,0,0,0,0,0
2938,19,3,0,0,6,2,3,5,1,0,2,3,2,0,3,6,2,4,0,7,6,0,0,0,0,0,1
2939,20,4,0,2,2,7,2,5,0,0,2,1,0,0,5,4,2,4,0,4,6,0,0,0,0,0,0
2940,18,3,0,2,6,3,5,3,2,0,4,9,0,2,4,5,0,0,0,6,6,0,0,0,0,0,0
2941,11,1,0,1,3,5,1,4,1,3,4,7,4,0,6,3,3,4,0,4,6,0,0,0,0,0,0
2943,21,4,1,1,3,6,4,3,0,0,0,9,2,1,5,4,0,3,2,7,5,0,0,0,0,0,0
2944,24,4,0,0,4,4,4,3,0,0,2,9,0,0,4,5,0,5,0,6,0,0,0,0,0,0,0
2945,41,8,1,0,2,2,1,3,0,0,4,1,0,6,9,0,3,6,0,2,6,0,0,0,0,0,0
2946,34,6,1,1,2,5,2,4,0,0,3,1,1,4,6,3,6,3,0,3,5,0,0,0,0,0,0
2947,24,4,2,1,2,6,3,5,0,0,3,3,1,2,5,4,3,3,0,6,6,0,0,0,0,0,0
2948,6,9,1,1,4,4,1,3,1,1,4,5,2,3,7,2,3,4,1,3,5,0,0,0,0,0,0
2949,23,4,0,1,3,6,2,4,0,0,3,5,2,0,5,4,2,4,0,7,0,0,0,0,0,0,0
2950,9,10,2,0,3,6,2,4,0,0,5,9,0,0,7,2,0,5,0,5,0,0,0,0,0,0,0
2951,3,9,2,0,6,3,7,0,5,0,2,9,0,0,2,7,0,2,0,3,6,0,0,0,0,0,0
2952,14,2,1,0,4,4,3,4,2,1,2,4,2,2,3,6,2,3,0,6,0,0,0,0,0,0,0
2953,3,9,0,0,2,7,1,1,0,0,5,6,1,2,7,2,3,5,0,3,6,0,0,0,0,0,0
2954,13,2,2,1,4,4,5,3,3,0,1,7,1,3,5,4,3,1,1,6,5,0,0,0,0,0,1
2955,13,2,0,0,7,2,6,3,2,0,0,9,0,0,0,9,2,3,1,6,0,0,4,0,0,0,0
2956,14,2,1,1,5,1,2,5,1,0,1,6,2,1,5,4,2,3,0,6,6,0,0,0,0,0,0
2957,5,9,2,0,5,3,0,0,0,0,9,4,0,0,9,0,5,4,0,5,6,0,0,0,0,0,0
2958,34,6,1,2,2,5,2,4,1,1,3,5,1,2,4,5,2,3,1,4,6,0,0,0,0,0,0
